texte_clean,categorie,priorite
pret hypothecair transfere pret stearns assureur habitation assurance annule prime annuel payee immediatement informe stearns inquieter paiement post chequ envoye cheque retourne colombie britannique mauvais information fournir politique annule stearns jamais suivre decouverte police assurance habitation contact courtier expliquer necessair nouveau politique proprietair maison precedente retablir augmentation prime annuel place stearns expliquer difference salaire compte sequestr erreur suite hypotheque transferee stearns refuser payer appel telephonique explication complet habituellement mettre appel attente suspendre minute attente stearns jamais payer payer prime annuel supplementair fin hypotheque vie stearns erreur manquement devoir evident mauvais foi,probleme_transport,critique
faye servicing compagnie assurance dommage transporteur hypothecaire emis cheque ecrit faye servicing faye servicing declare approuver cheque envoyer cheque assurance societe service faye prendre argent refuser cheque place liste requérir document necessair fonds debloque document comprendre formulaire licence entrepreneur signe contrat renonciation privilege envoye rejete renonciation privilege faye service formulaire demande formulaire societe envoye formulaire refuser chequ remplacement declare accepter contrat besoin obtenir signature physique document rejet cours jour ouvrable entreprise tenir faire cheque fonds interet consommateur saut cerceau obtenir fonds assurance titre,probleme_transport,moyenne
appele autoriser suppression credit essayer expliquer envoye erreur recouvrement confirmer envoye facture mauvais adresse demander superviseur deconnecte appeler rappeler faire appel numero representant essayer appeler trompe numero telephone numero telephone errone train travailler demande superviseur deconnecte appeler deuxiem fois trouver impoli non professionnel pendre vouloir regler dette,probleme_transport,moyenne
contacter experian aujourd mauvais adresse montrer rapport credit conseiller victime vol identite expliquer aller declar necessair creancier rapport credit expliquer creancier temps adresse correct refusee aider confirmer preuve dossier adresse rapport usurpation identite nom fraude travail individuel reel atteindre mail adresse correct adresse correct declaration adresse erronee rapport nom representant appartement direct refuser litige obtenir corriger appel terminer,probleme_transport,moyenne
transunion collecte contestee fois envoye document information mettre jour fois demander mise jour entreprise declare dette probleme valide contester dette valide declarer echoue envoyer droit guerir avis repo vente repo violation droit consommateur admettre envoi avis mauvais adresse lettre envoyee demande prouver,probleme_transport,moyenne
equifax signaler mauvais adresse reprise mauvais adresse,probleme_transport,moyenne
mauvais adresse compte xxxxxxxx,probleme_transport,moyenne
facture frais resiliation contrat societe fil montant contrat long ete envoye agence recouvrement contacter operateur fil probleme traire societe recouvrement continuer envoyer solde reprise dette inexact valide envoyer copie ancien facture telephone portable indiquer montant facture collecte precise montre rapport credit continuer ignorer demande cesser contacter autant texas prendre mesure bien dela limitation loi lettre recent montrer creancier origine fournisseur fil lettre creancier actuel adresse controle credit llc donner apparence continuer vendre information,probleme_transport,moyenne
lettre recue indiquer devoir dette conteste demander validation effectuee conformement loi pratique equitable recouvrement dette loi rapport credit equitable conformement loi etat local correspondant vouloir noter demande validation preuve competente porter signature montrer obligation contractuel payer societe attente resultat enquete societe soumettre instruction prendre mesure rapport credit prejudiciabl demander societe repondre jour sac main petit reclamation action justice societe payer facture medical bureau specialise contacter compagnie assurance medical informee montant dette compagnie assurance valide montant dossier soumettre,probleme_transport,critique
famille celibatair jamais vecu raison traire adresse ligne signale experian societe pler contacter entreprise verifier adresse correct nouveau information signalee experian capable soumettre litige ligne question contacter adresse numero identification numero rapport icone potentiellement negativ statut potentiellement negatif compte charge ecrit type compte souffrance differend date solde carte credit icone potentiellement negativ statut negatif transfere type compte ferme differend date carte credit icone potentiellement negativ icone potentiellement negativ statut type compte automatique pret automatique litige date potentiellement negatif icone potentiellement negatif statut pay reglement ecrit compte typenot pret date xxxx litige icone potentiellement negativ statut typ compte ferme solde non garantir signalement mauvais adresse compte,probleme_transport,moyenne
